"","file","group","treatment","tissue","magnification","sample_id","method","background","brain","deposition","deposition_frac","group_treatment","deposition_percent"
"178","GtDeer_treatment_cerebellum_4x_122_mask.tif","GtDeer","treatment","cerebellum","4x","122","mask",873864,948112,74503,0.0785803786894375,"GtDeer_treatment",7.85803786894375
"179","GtDeer_treatment_cerebellum_4x_123_mask.tif","GtDeer","treatment","cerebellum","4x","123","mask",793402,928638,58367,0.0628522632069762,"GtDeer_treatment",6.28522632069762
"180","GtDeer_treatment_cerebellum_4x_124_mask.tif","GtDeer","treatment","cerebellum","4x","124","mask",1409000,998378,73262,0.073381024020962,"GtDeer_treatment",7.3381024020962
"181","GtDeer_treatment_cerebellum_4x_125_mask.tif","GtDeer","treatment","cerebellum","4x","125","mask",968188,986097,85787,0.0869965125134748,"GtDeer_treatment",8.69965125134748
"182","GtDeer_treatment_cerebellum_4x_126_mask.tif","GtDeer","treatment","cerebellum","4x","126","mask",830019,701368,59439,0.0847472368285978,"GtDeer_treatment",8.47472368285978
"183","GtDeer_treatment_cerebellum_4x_13_mask.tif","GtDeer","treatment","cerebellum","4x","13","mask",458709,774704,52795,0.0681486090171214,"GtDeer_treatment",6.81486090171214
"184","GtDeer_treatment_cerebellum_4x_14_mask.tif","GtDeer","treatment","cerebellum","4x","14","mask",1989350,824705,4145,0.00502603961416506,"GtDeer_treatment",0.502603961416506
"185","GtDeer_treatment_cerebellum_4x_15_mask.tif","GtDeer","treatment","cerebellum","4x","15","mask",2241165,1531130,119515,0.0780567293436873,"GtDeer_treatment",7.80567293436873
"186","GtDeer_treatment_cerebellum_4x_16_mask.tif","GtDeer","treatment","cerebellum","4x","16","mask",620666,675582,29175,0.0431849871666208,"GtDeer_treatment",4.31849871666208
"187","GtDeer_treatment_cerebellum_4x_17_mask.tif","GtDeer","treatment","cerebellum","4x","17","mask",640317,501267,48306,0.0963678039847028,"GtDeer_treatment",9.63678039847028
"188","GtDeer_treatment_cerebellum_4x_18_mask.tif","GtDeer","treatment","cerebellum","4x","18","mask",877316,383571,70521,0.183853836708197,"GtDeer_treatment",18.3853836708197
"189","GtDeer_treatment_cerebellum_4x_19_mask.tif","GtDeer","treatment","cerebellum","4x","19","mask",473601,673609,26912,0.0399519602618136,"GtDeer_treatment",3.99519602618136
"190","GtDeer_treatment_cerebellum_4x_20_mask.tif","GtDeer","treatment","cerebellum","4x","20","mask",279708,549828,42122,0.076609412398059,"GtDeer_treatment",7.6609412398059
"191","GtDeer_treatment_cerebellum_4x_21_mask.tif","GtDeer","treatment","cerebellum","4x","21","mask",766703,557397,29275,0.052520914177866,"GtDeer_treatment",5.2520914177866
"192","GtDeer_treatment_cerebellum_4x_22_mask.tif","GtDeer","treatment","cerebellum","4x","22","mask",382693,488387,54913,0.112437472741903,"GtDeer_treatment",11.2437472741903
"193","GtDeer_treatment_cerebellum_4x_23_mask.tif","GtDeer","treatment","cerebellum","4x","23","mask",493104,525998,24674,0.0469089236080746,"GtDeer_treatment",4.69089236080746
"194","GtDeer_treatment_cerebellum_4x_24_mask.tif","GtDeer","treatment","cerebellum","4x","24","mask",469255,828805,49603,0.0598488184796182,"GtDeer_treatment",5.98488184796182
"195","GtDeer_treatment_cerebellum_4x_25_mask.tif","GtDeer","treatment","cerebellum","4x","25","mask",297504,517728,28802,0.0556315285246307,"GtDeer_treatment",5.56315285246307
"196","GtDeer_treatment_cerebellum_4x_26_mask.tif","GtDeer","treatment","cerebellum","4x","26","mask",635812,770561,50999,0.0661842475806588,"GtDeer_treatment",6.61842475806588
"197","GtDeer_treatment_cerebellum_4x_27_mask.tif","GtDeer","treatment","cerebellum","4x","27","mask",11577,2063039,76456,0.0370598907727871,"GtDeer_treatment",3.70598907727871
"198","GtDeer_treatment_cerebellum_4x_28_mask.tif","GtDeer","treatment","cerebellum","4x","28","mask",13707,2025952,97344,0.0480485223736791,"GtDeer_treatment",4.80485223736791
"199","GtDeer_treatment_cerebellum_4x_29_mask.tif","GtDeer","treatment","cerebellum","4x","29","mask",275983,557559,32498,0.0582862082757161,"GtDeer_treatment",5.82862082757161
"200","GtDeer_treatment_cerebellum_4x_30_mask.tif","GtDeer","treatment","cerebellum","4x","30","mask",300335,575931,37834,0.0656918971196202,"GtDeer_treatment",6.56918971196202
"201","GtDeer_treatment_cerebellum_4x_31_mask.tif","GtDeer","treatment","cerebellum","4x","31","mask",389246,495267,36295,0.0732837035376877,"GtDeer_treatment",7.32837035376877
"202","GtDeer_treatment_cerebellum_4x_32_mask.tif","GtDeer","treatment","cerebellum","4x","32","mask",1086909,596912,36139,0.0605432626584823,"GtDeer_treatment",6.05432626584823
"203","GtDeer_treatment_cerebellum_4x_33_mask.tif","GtDeer","treatment","cerebellum","4x","33","mask",663303,518937,32274,0.0621925204793645,"GtDeer_treatment",6.21925204793645
"204","GtDeer_treatment_cerebellum_4x_34_mask.tif","GtDeer","treatment","cerebellum","4x","34","mask",905611,800599,38974,0.0486810500637648,"GtDeer_treatment",4.86810500637648
"205","GtDeer_treatment_cerebellum_4x_35_mask.tif","GtDeer","treatment","cerebellum","4x","35","mask",270909,359736,16253,0.0451803544821758,"GtDeer_treatment",4.51803544821758
"206","GtDeer_treatment_cerebellum_4x_36_mask.tif","GtDeer","treatment","cerebellum","4x","36","mask",862202,809055,76355,0.0943755368918059,"GtDeer_treatment",9.43755368918059
"207","GtDeer_treatment_cerebellum_4x_37_mask.tif","GtDeer","treatment","cerebellum","4x","37","mask",800205,408735,21042,0.0514807882858087,"GtDeer_treatment",5.14807882858087
"208","GtDeer_treatment_cerebellum_4x_38_mask.tif","GtDeer","treatment","cerebellum","4x","38","mask",740388,546120,8414,0.0154068702849191,"GtDeer_treatment",1.54068702849191
"209","GtDeer_treatment_cerebellum_4x_39_mask.tif","GtDeer","treatment","cerebellum","4x","39","mask",431628,341886,9586,0.0280385859614023,"GtDeer_treatment",2.80385859614023
"210","GtDeer_treatment_cerebellum_4x_40_mask.tif","GtDeer","treatment","cerebellum","4x","40","mask",629216,445831,43653,0.097913783474007,"GtDeer_treatment",9.7913783474007
"211","GtDeer_treatment_cerebellum_4x_41_mask.tif","GtDeer","treatment","cerebellum","4x","41","mask",326706,522531,10557,0.0202035860073374,"GtDeer_treatment",2.02035860073374
"212","GtDeer_treatment_cerebellum_4x_42_mask.tif","GtDeer","treatment","cerebellum","4x","42","mask",4857912,7665583,10265,0.00133910232268048,"GtDeer_treatment",0.133910232268048
"213","GtDeer_treatment_cerebellum_4x_43_mask.tif","GtDeer","treatment","cerebellum","4x","43","mask",873005,821690,36720,0.0446883861310226,"GtDeer_treatment",4.46883861310226
"214","GtDeer_treatment_cerebellum_4x_44_mask.tif","GtDeer","treatment","cerebellum","4x","44","mask",542149,620806,33625,0.0541634584717287,"GtDeer_treatment",5.41634584717287
"215","GtDeer_treatment_cerebellum_4x_45_mask.tif","GtDeer","treatment","cerebellum","4x","45","mask",807357,625488,37219,0.0595039393241757,"GtDeer_treatment",5.95039393241757
"216","GtDeer_treatment_cerebellum_4x_46_mask.tif","GtDeer","treatment","cerebellum","4x","46","mask",2241588,457152,23505,0.0514161591768165,"GtDeer_treatment",5.14161591768165
"217","GtDeer_treatment_cerebellum_4x_47_mask.tif","GtDeer","treatment","cerebellum","4x","47","mask",695801,743907,20740,0.0278798290646546,"GtDeer_treatment",2.78798290646546
"218","GtDeer_treatment_cerebellum_4x_48_mask.tif","GtDeer","treatment","cerebellum","4x","48","mask",2434442,1307541,37793,0.0289038737599815,"GtDeer_treatment",2.89038737599815
"219","GtDeer_treatment_cerebellum_4x_49_mask.tif","GtDeer","treatment","cerebellum","4x","49","mask",5198360,7331021,4379,0.000597324710978184,"GtDeer_treatment",0.0597324710978184
"220","GtDeer_treatment_cerebellum_4x_50_mask.tif","GtDeer","treatment","cerebellum","4x","50","mask",926149,553767,13796,0.0249130049280654,"GtDeer_treatment",2.49130049280654
"221","GtDeer_treatment_cerebellum_4x_51_mask.tif","GtDeer","treatment","cerebellum","4x","51","mask",1464292,893454,39554,0.0442708857982616,"GtDeer_treatment",4.42708857982616
"222","GtDeer_treatment_cerebellum_4x_52_mask.tif","GtDeer","treatment","cerebellum","4x","52","mask",1154478,1106821,29075,0.0262689269538616,"GtDeer_treatment",2.62689269538616
"223","GtDeer_treatment_cerebellum_4x_53_mask.tif","GtDeer","treatment","cerebellum","4x","53","mask",1404436,880033,38581,0.0438404014394915,"GtDeer_treatment",4.38404014394915
"224","GtDeer_treatment_cerebellum_4x_54_mask.tif","GtDeer","treatment","cerebellum","4x","54","mask",7511,1193027,17588,0.0147423319002839,"GtDeer_treatment",1.47423319002839
"225","GtDeer_treatment_cerebellum_4x_55_mask.tif","GtDeer","treatment","cerebellum","4x","55","mask",598092,732107,11791,0.0161055692678802,"GtDeer_treatment",1.61055692678802
"226","GtDeer_treatment_cerebellum_4x_56_mask.tif","GtDeer","treatment","cerebellum","4x","56","mask",578405,809154,5081,0.0062793979885164,"GtDeer_treatment",0.62793979885164
"227","GtDeer_treatment_cerebellum_4x_57_mask.tif","GtDeer","treatment","cerebellum","4x","57","mask",825953,565361,1326,0.00234540408694622,"GtDeer_treatment",0.234540408694622
"228","GtDeer_treatment_cerebellum_4x_58_mask.tif","GtDeer","treatment","cerebellum","4x","58","mask",696137,507833,14522,0.0285960148316474,"GtDeer_treatment",2.85960148316474
"229","GtDeer_treatment_cerebellum_4x_59_mask.tif","GtDeer","treatment","cerebellum","4x","59","mask",607566,578120,13029,0.0225368435618903,"GtDeer_treatment",2.25368435618903
"230","GtDeer_treatment_cerebellum_4x_60_mask.tif","GtDeer","treatment","cerebellum","4x","60","mask",1018484,1817743,7669,0.00421896824798665,"GtDeer_treatment",0.421896824798665
"231","GtDeer_treatment_cerebellum_4x_61_mask.tif","GtDeer","treatment","cerebellum","4x","61","mask",1065926,559431,6577,0.0117565883907041,"GtDeer_treatment",1.17565883907041
"232","GtDeer_treatment_cerebellum_4x_62_mask.tif","GtDeer","treatment","cerebellum","4x","62","mask",623356,521514,39352,0.0754572264598841,"GtDeer_treatment",7.54572264598841
"233","GtDeer_treatment_cerebellum_4x_63_mask.tif","GtDeer","treatment","cerebellum","4x","63","mask",804407,829269,24979,0.0301217096020712,"GtDeer_treatment",3.01217096020712
"234","GtDeer_treatment_cerebellum_4x_64_mask.tif","GtDeer","treatment","cerebellum","4x","64","mask",442018,642593,1043,0.00162311136286888,"GtDeer_treatment",0.162311136286888
"235","GtDeer_treatment_cerebellum_4x_65_mask.tif","GtDeer","treatment","cerebellum","4x","65","mask",6379,944489,344,0.000364218111592618,"GtDeer_treatment",0.0364218111592618
"236","GtDeer_treatment_cerebellum_4x_66_mask.tif","GtDeer","treatment","cerebellum","4x","66","mask",984816,1342413,8267,0.00615831342515306,"GtDeer_treatment",0.615831342515306
"237","GtDeer_treatment_cerebellum_4x_67_mask.tif","GtDeer","treatment","cerebellum","4x","67","mask",534490,762264,4392,0.00576178331916501,"GtDeer_treatment",0.576178331916501
"238","GtDeer_treatment_cerebellum_4x_68_mask.tif","GtDeer","treatment","cerebellum","4x","68","mask",11028,1946866,5491,0.00282043037373913,"GtDeer_treatment",0.282043037373913
"239","GtDeer_treatment_cerebellum_4x_69_mask.tif","GtDeer","treatment","cerebellum","4x","69","mask",426100,649876,6456,0.00993420283254036,"GtDeer_treatment",0.993420283254036
"240","GtDeer_treatment_cerebellum_4x_70_mask.tif","GtDeer","treatment","cerebellum","4x","70","mask",347255,279683,4394,0.0157106438360573,"GtDeer_treatment",1.57106438360573
"241","GtDeer_treatment_cerebellum_4x_71_mask.tif","GtDeer","treatment","cerebellum","4x","71","mask",929298,1405273,12239,0.00870933975106616,"GtDeer_treatment",0.870933975106616
"242","GtDeer_treatment_cerebellum_4x_72_mask.tif","GtDeer","treatment","cerebellum","4x","72","mask",1037059,1182370,7465,0.00631359050043557,"GtDeer_treatment",0.631359050043557
"243","GtDeer_treatment_cerebellum_4x_73_mask.tif","GtDeer","treatment","cerebellum","4x","73","mask",746946,866981,4102,0.00473136089487544,"GtDeer_treatment",0.473136089487544
"244","GtDeer_treatment_cerebellum_4x_74_mask.tif","GtDeer","treatment","cerebellum","4x","74","mask",551117,769623,3904,0.00507261347438941,"GtDeer_treatment",0.507261347438941
"245","GtDeer_treatment_cerebellum_4x_75_mask.tif","GtDeer","treatment","cerebellum","4x","75","mask",955741,712892,727,0.00101978981388485,"GtDeer_treatment",0.101978981388485
"246","GtDeer_treatment_cerebellum_4x_76_mask.tif","GtDeer","treatment","cerebellum","4x","76","mask",972855,1445024,9079,0.00628294062935979,"GtDeer_treatment",0.628294062935979
"247","GtDeer_treatment_cerebellum_4x_77_mask.tif","GtDeer","treatment","cerebellum","4x","77","mask",1490632,646213,10519,0.016277914557584,"GtDeer_treatment",1.6277914557584
"248","GtDeer_treatment_cerebellum_4x_78_mask.tif","GtDeer","treatment","cerebellum","4x","78","mask",736717,789398,12237,0.0155016860949736,"GtDeer_treatment",1.55016860949736
"249","GtDeer_treatment_cerebellum_4x_79_mask.tif","GtDeer","treatment","cerebellum","4x","79","mask",439269,496090,8622,0.0173799109032635,"GtDeer_treatment",1.73799109032635
"250","GtDeer_treatment_cerebellum_4x_80_mask.tif","GtDeer","treatment","cerebellum","4x","80","mask",901327,742452,11296,0.0152144515739738,"GtDeer_treatment",1.52144515739738
"251","GtDeer_treatment_cerebellum_4x_81_mask.tif","GtDeer","treatment","cerebellum","4x","81","mask",911274,1431335,13143,0.00918233676951936,"GtDeer_treatment",0.918233676951936
"252","GtDeer_treatment_cerebellum_4x_82_mask.tif","GtDeer","treatment","cerebellum","4x","82","mask",760125,918366,3042,0.00331240485819379,"GtDeer_treatment",0.331240485819379
"253","GtDeer_treatment_cerebellum_4x_83_mask.tif","GtDeer","treatment","cerebellum","4x","83","mask",1384166,1014404,11275,0.0111149009664788,"GtDeer_treatment",1.11149009664788
"254","GtDeer_treatment_cerebellum_4x_84_mask.tif","GtDeer","treatment","cerebellum","4x","84","mask",1278403,1921478,13381,0.00696391007339142,"GtDeer_treatment",0.696391007339142
"255","GtDeer_treatment_cerebellum_4x_85_mask.tif","GtDeer","treatment","cerebellum","4x","85","mask",530507,595999,13596,0.0228121188122799,"GtDeer_treatment",2.28121188122799
"256","GtDeer_treatment_cerebellum_4x_86_mask.tif","GtDeer","treatment","cerebellum","4x","86","mask",900074,639067,4644,0.00726684369557496,"GtDeer_treatment",0.726684369557496
"257","GtDeer_treatment_cerebellum_4x_87_mask.tif","GtDeer","treatment","cerebellum","4x","87","mask",739916,718759,2925,0.00406951425999535,"GtDeer_treatment",0.406951425999535
"258","GtDeer_treatment_cerebellum_4x_88_mask.tif","GtDeer","treatment","cerebellum","4x","88","mask",788485,492607,10338,0.0209863034833041,"GtDeer_treatment",2.09863034833041
"259","GtDeer_treatment_cerebellum_4x_89_mask.tif","GtDeer","treatment","cerebellum","4x","89","mask",521102,402498,6355,0.0157888983299296,"GtDeer_treatment",1.57888983299296
"260","GtDeer_treatment_cerebellum_4x_90_mask.tif","GtDeer","treatment","cerebellum","4x","90","mask",1122045,1567753,9096,0.00580193436083363,"GtDeer_treatment",0.580193436083363
"261","GtDeer_treatment_cerebellum_4x_91_mask.tif","GtDeer","treatment","cerebellum","4x","91","mask",1126553,1571023,15990,0.0101780814157399,"GtDeer_treatment",1.01780814157399
"262","GtDeer_treatment_cerebellum_4x_92_mask.tif","GtDeer","treatment","cerebellum","4x","92","mask",454811,926418,16726,0.0180544851244255,"GtDeer_treatment",1.80544851244255
"263","GtDeer_treatment_cerebellum_4x_93_mask.tif","GtDeer","treatment","cerebellum","4x","93","mask",358720,958631,12964,0.0135234516722284,"GtDeer_treatment",1.35234516722284
"264","GtDeer_treatment_cerebellum_4x_94_mask.tif","GtDeer","treatment","cerebellum","4x","94","mask",874267,736620,35660,0.0484103065352556,"GtDeer_treatment",4.84103065352556
"265","GtDeer_treatment_cerebellum_4x_95_mask.tif","GtDeer","treatment","cerebellum","4x","95","mask",569787,1193132,22713,0.0190364519600514,"GtDeer_treatment",1.90364519600514
"266","GtDeer_treatment_cerebellum_4x_96_mask.tif","GtDeer","treatment","cerebellum","4x","96","mask",348815,1022315,46748,0.0457275888547072,"GtDeer_treatment",4.57275888547072
"267","GtDeer_treatment_cerebellum_4x_97_mask.tif","GtDeer","treatment","cerebellum","4x","97","mask",556200,778296,55532,0.071350745731701,"GtDeer_treatment",7.1350745731701
"268","GtDeer_treatment_cerebellum_4x_98_mask.tif","GtDeer","treatment","cerebellum","4x","98","mask",534861,654126,36798,0.0562552168848204,"GtDeer_treatment",5.62552168848203
"269","GtDeer_treatment_cerebellum_4x_99_mask.tif","GtDeer","treatment","cerebellum","4x","99","mask",752287,644442,26171,0.0406103264529624,"GtDeer_treatment",4.06103264529624
"270","GtDeer_treatment_hippocampus_4x_01_mask.tif","GtDeer","treatment","hippocampus","4x","01","mask",493194,943230,34971,0.0370757927546834,"GtDeer_treatment",3.70757927546834
"271","GtDeer_treatment_hippocampus_4x_02_mask.tif","GtDeer","treatment","hippocampus","4x","02","mask",672002,1002274,8084,0.00806565869213409,"GtDeer_treatment",0.806565869213409
"272","GtDeer_treatment_hippocampus_4x_03_mask.tif","GtDeer","treatment","hippocampus","4x","03","mask",693473,928391,12868,0.013860539363264,"GtDeer_treatment",1.3860539363264
"273","GtDeer_treatment_hippocampus_4x_04_mask.tif","GtDeer","treatment","hippocampus","4x","04","mask",471998,684537,15292,0.022339186924885,"GtDeer_treatment",2.2339186924885
"274","GtDeer_treatment_hippocampus_4x_05_mask.tif","GtDeer","treatment","hippocampus","4x","05","mask",506320,643824,35943,0.0558273689704019,"GtDeer_treatment",5.58273689704018
"275","GtDeer_treatment_hippocampus_4x_06_mask.tif","GtDeer","treatment","hippocampus","4x","06","mask",660085,1199288,17972,0.0149855580978047,"GtDeer_treatment",1.49855580978047
"276","GtDeer_treatment_hippocampus_4x_07_mask.tif","GtDeer","treatment","hippocampus","4x","07","mask",18194,1486482,9147,0.00615345493588217,"GtDeer_treatment",0.615345493588217
"277","GtDeer_treatment_hippocampus_4x_08_mask.tif","GtDeer","treatment","hippocampus","4x","08","mask",2015809,774806,178687,0.230621600761997,"GtDeer_treatment",23.0621600761997
"278","GtDeer_treatment_hippocampus_4x_09_mask.tif","GtDeer","treatment","hippocampus","4x","09","mask",776450,1811206,229044,0.126459386729063,"GtDeer_treatment",12.6459386729063
"279","GtDeer_treatment_hippocampus_4x_10_mask.tif","GtDeer","treatment","hippocampus","4x","10","mask",391542,928170,256128,0.275949448915608,"GtDeer_treatment",27.5949448915608
"280","GtDeer_treatment_hippocampus_4x_11_mask.tif","GtDeer","treatment","hippocampus","4x","11","mask",1619502,2261196,94566,0.0418212308884325,"GtDeer_treatment",4.18212308884325
"281","GtDeer_treatment_hippocampus_4x_12_mask.tif","GtDeer","treatment","hippocampus","4x","12","mask",931543,1296456,8601,0.00663423980451323,"GtDeer_treatment",0.663423980451323
"282","GtDeer_treatment_hippocampus_4x_13_mask.tif","GtDeer","treatment","hippocampus","4x","13","mask",630145,872552,81422,0.0933147823854624,"GtDeer_treatment",9.33147823854624
"283","GtDeer_treatment_hippocampus_4x_14_mask.tif","GtDeer","treatment","hippocampus","4x","14","mask",962581,397365,183883,0.462755904521032,"GtDeer_treatment",46.2755904521032
"284","GtDeer_treatment_hippocampus_4x_15_mask.tif","GtDeer","treatment","hippocampus","4x","15","mask",848653,1687531,184888,0.109561246578581,"GtDeer_treatment",10.9561246578581
"285","GtDeer_treatment_hippocampus_4x_16_mask.tif","GtDeer","treatment","hippocampus","4x","16","mask",403056,910224,206932,0.227341841129217,"GtDeer_treatment",22.7341841129217
"286","GtDeer_treatment_hippocampus_4x_17_mask.tif","GtDeer","treatment","hippocampus","4x","17","mask",887872,1892006,235498,0.124470006966151,"GtDeer_treatment",12.4470006966151
"287","GtDeer_treatment_hippocampus_4x_18_mask.tif","GtDeer","treatment","hippocampus","4x","18","mask",721086,1460502,426045,0.291711343086144,"GtDeer_treatment",29.1711343086144
"288","GtDeer_treatment_hippocampus_4x_19_mask.tif","GtDeer","treatment","hippocampus","4x","19","mask",906629,1545636,268345,0.173614615601603,"GtDeer_treatment",17.3614615601604
"289","GtDeer_treatment_hippocampus_4x_20_mask.tif","GtDeer","treatment","hippocampus","4x","20","mask",347709,810701,192078,0.236928287987803,"GtDeer_treatment",23.6928287987803
"290","GtDeer_treatment_hippocampus_4x_21_mask.tif","GtDeer","treatment","hippocampus","4x","21","mask",467032,875175,188793,0.215720284514526,"GtDeer_treatment",21.5720284514526
"291","GtDeer_treatment_hippocampus_4x_22_mask.tif","GtDeer","treatment","hippocampus","4x","22","mask",1119157,872914,172639,0.197773205607883,"GtDeer_treatment",19.7773205607883
"292","GtDeer_treatment_hippocampus_4x_23_mask.tif","GtDeer","treatment","hippocampus","4x","23","mask",724719,976047,83980,0.0860409386023419,"GtDeer_treatment",8.60409386023419
"293","GtDeer_treatment_hippocampus_4x_24_mask.tif","GtDeer","treatment","hippocampus","4x","24","mask",1296663,1134708,68269,0.0601643770908463,"GtDeer_treatment",6.01643770908463
"294","GtDeer_treatment_hippocampus_4x_25_mask.tif","GtDeer","treatment","hippocampus","4x","25","mask",771008,1059103,106614,0.1006644301829,"GtDeer_treatment",10.06644301829
"295","GtDeer_treatment_hippocampus_4x_26_mask.tif","GtDeer","treatment","hippocampus","4x","26","mask",568945,751687,1552,0.00206468915918461,"GtDeer_treatment",0.206468915918461
"296","GtDeer_treatment_hippocampus_4x_27_mask.tif","GtDeer","treatment","hippocampus","4x","27","mask",602972,554025,91204,0.164620730111457,"GtDeer_treatment",16.4620730111457
"297","GtDeer_treatment_hippocampus_4x_28_mask.tif","GtDeer","treatment","hippocampus","4x","28","mask",655974,784928,172804,0.220152676423825,"GtDeer_treatment",22.0152676423825
"298","GtDeer_treatment_hippocampus_4x_29_mask.tif","GtDeer","treatment","hippocampus","4x","29","mask",9347087,3061340,125333,0.0409405685092149,"GtDeer_treatment",4.09405685092149
"299","GtDeer_treatment_hippocampus_4x_30_mask.tif","GtDeer","treatment","hippocampus","4x","30","mask",972640,1522597,233055,0.153064139755956,"GtDeer_treatment",15.3064139755956
"300","GtDeer_treatment_hippocampus_4x_31_mask.tif","GtDeer","treatment","hippocampus","4x","31","mask",9651452,2712782,169526,0.0624915676969251,"GtDeer_treatment",6.24915676969251
"301","GtDeer_treatment_hippocampus_4x_32_mask.tif","GtDeer","treatment","hippocampus","4x","32","mask",1294215,1942347,84888,0.0437038284096508,"GtDeer_treatment",4.37038284096508
"302","GtDeer_treatment_hippocampus_4x_33_mask.tif","GtDeer","treatment","hippocampus","4x","33","mask",761910,1706573,208567,0.122213934006925,"GtDeer_treatment",12.2213934006925
"303","GtDeer_treatment_hippocampus_4x_34_mask.tif","GtDeer","treatment","hippocampus","4x","34","mask",1263798,1441008,52452,0.036399520335765,"GtDeer_treatment",3.6399520335765
"304","GtDeer_treatment_hippocampus_4x_35_mask.tif","GtDeer","treatment","hippocampus","4x","35","mask",784560,1083624,19244,0.0177589274508501,"GtDeer_treatment",1.77589274508501
"305","GtDeer_treatment_hippocampus_4x_36_mask.tif","GtDeer","treatment","hippocampus","4x","36","mask",1063878,2537890,76302,0.0300651328465773,"GtDeer_treatment",3.00651328465773
"306","GtDeer_treatment_hippocampus_4x_37_mask.tif","GtDeer","treatment","hippocampus","4x","37","mask",1036560,1252667,17917,0.0143030829422344,"GtDeer_treatment",1.43030829422344
"307","GtDeer_treatment_hippocampus_4x_38_mask.tif","GtDeer","treatment","hippocampus","4x","38","mask",1094842,1674015,120384,0.0719133341099094,"GtDeer_treatment",7.19133341099094
"308","GtDeer_treatment_hippocampus_4x_39_mask.tif","GtDeer","treatment","hippocampus","4x","39","mask",713881,1212244,43705,0.0360529728338519,"GtDeer_treatment",3.60529728338519
"309","GtDeer_treatment_hippocampus_4x_40_mask.tif","GtDeer","treatment","hippocampus","4x","40","mask",2276492,1468709,52306,0.0356135898942541,"GtDeer_treatment",3.56135898942541
"310","GtDeer_treatment_hippocampus_4x_41_mask.tif","GtDeer","treatment","hippocampus","4x","41","mask",775894,1969220,50672,0.025732015721961,"GtDeer_treatment",2.5732015721961
"311","GtDeer_treatment_hippocampus_4x_42_mask.tif","GtDeer","treatment","hippocampus","4x","42","mask",620506,758038,14096,0.0185953738466937,"GtDeer_treatment",1.85953738466937
"312","GtDeer_treatment_hippocampus_4x_43_mask.tif","GtDeer","treatment","hippocampus","4x","43","mask",577076,743656,35844,0.0481997052400572,"GtDeer_treatment",4.81997052400572
"313","GtDeer_treatment_hippocampus_4x_44_mask.tif","GtDeer","treatment","hippocampus","4x","44","mask",1063441,2477703,7259,0.00292972967300762,"GtDeer_treatment",0.292972967300762
"314","GtDeer_treatment_hippocampus_4x_45_mask.tif","GtDeer","treatment","hippocampus","4x","45","mask",939755,1586878,6543,0.00412319031456735,"GtDeer_treatment",0.412319031456735
"315","GtDeer_treatment_hippocampus_4x_46_mask.tif","GtDeer","treatment","hippocampus","4x","46","mask",922732,913374,7718,0.00844998872312985,"GtDeer_treatment",0.844998872312985
"316","GtDeer_treatment_hippocampus_4x_47_mask.tif","GtDeer","treatment","hippocampus","4x","47","mask",903368,1885013,24323,0.0129033592871773,"GtDeer_treatment",1.29033592871773
"317","GtDeer_treatment_hippocampus_4x_48_mask.tif","GtDeer","treatment","hippocampus","4x","48","mask",11057,2171413,17272,0.00795426756678716,"GtDeer_treatment",0.795426756678716
"318","GtDeer_treatment_hippocampus_4x_49_mask.tif","GtDeer","treatment","hippocampus","4x","49","mask",1603018,1980045,67765,0.0342239696572553,"GtDeer_treatment",3.42239696572553
"319","GtDeer_treatment_hippocampus_4x_50_mask.tif","GtDeer","treatment","hippocampus","4x","50","mask",2022176,708566,17578,0.0248078513504741,"GtDeer_treatment",2.48078513504741
"320","GtDeer_treatment_hippocampus_4x_51_mask.tif","GtDeer","treatment","hippocampus","4x","51","mask",685720,1109338,6582,0.00593326830956841,"GtDeer_treatment",0.593326830956841
"321","GtDeer_treatment_hippocampus_4x_52_mask.tif","GtDeer","treatment","hippocampus","4x","52","mask",1489123,104276,816,0.00782538647435652,"GtDeer_treatment",0.782538647435652
"322","GtDeer_treatment_hippocampus_4x_53_mask.tif","GtDeer","treatment","hippocampus","4x","53","mask",710238,2101310,18052,0.00859083143372468,"GtDeer_treatment",0.859083143372468
"323","GtDeer_treatment_hippocampus_4x_54_mask.tif","GtDeer","treatment","hippocampus","4x","54","mask",1079486,2142104,42410,0.0197982917729485,"GtDeer_treatment",1.97982917729485
"324","GtDeer_treatment_hippocampus_4x_55_mask.tif","GtDeer","treatment","hippocampus","4x","55","mask",593129,930591,36280,0.0389859777281319,"GtDeer_treatment",3.89859777281319
"325","GtDeer_treatment_hippocampus_4x_56_mask.tif","GtDeer","treatment","hippocampus","4x","56","mask",1617019,1033940,81393,0.0787212023908544,"GtDeer_treatment",7.87212023908544
"326","GtDeer_treatment_hippocampus_4x_57_mask.tif","GtDeer","treatment","hippocampus","4x","57","mask",652000,1034461,2239,0.00216441219146976,"GtDeer_treatment",0.216441219146976
"327","GtDeer_treatment_hippocampus_4x_58_mask.tif","GtDeer","treatment","hippocampus","4x","58","mask",1525349,2099540,24575,0.0117049448926908,"GtDeer_treatment",1.17049448926908
"328","GtDeer_treatment_hippocampus_4x_59_mask.tif","GtDeer","treatment","hippocampus","4x","59","mask",1408497,201147,35043,0.174215871974228,"GtDeer_treatment",17.4215871974228
"329","GtDeer_treatment_hippocampus_4x_60_mask.tif","GtDeer","treatment","hippocampus","4x","60","mask",558061,867521,22374,0.0257907301379448,"GtDeer_treatment",2.57907301379448
